product_complexity,avg_data_usage,open_tickets,region_density,customer_tenure,price_sensitivity
1.9732104479460633,26.7311964596014,2,0.5544253728020676,54.81725753661852,0.5210882951682062
2.9915882770454467,26.21973145227412,4,0.17379472170161142,18.66990717224872,0.85159392177041
1.5624724858680743,29.709473226537053,3,0.6440336898249943,19.721018344519138,0.6699644973650289
2.4786151106215097,18.848681840944906,0,0.7747109031685757,30.87891459741175,0.5187247518497037
4.5164808757549135,78.25635942662078,1,0.7704458759853451,62.28473270364936,0.3379482057165507
5.105752406296759,83.76028322442717,1,0.7170983080341637,53.27429671419176,0.5010009289300001
5.084931210338484,69.48440758114603,1,0.9397226422558763,60.85519704556577,0.23527593620119533
2.9646709140583654,17.458181633247438,5,0.5204954418878964,14.395265957954042,0.8511415500929954
2.690483160838654,34.68081505356638,1,0.5908434861795007,27.16969860812598,0.6125020606489864
3.0287708688596613,25.265532586005236,5,0.5991903935457699,14.030778619261607,0.630097770593353
4.381285407513243,105.52632931709013,2,0.8067855510527404,72.79160512683329,0.34847328172944747
2.492186007005476,17.277402012190457,6,0.6059921635162323,20.979822363774517,0.8760904743156909
2.880282796002355,11.041726467356334,10,0.36257114699909027,27.857299956798627,0.9187386051564752
5.494781821009307,93.69449759820364,0,0.8325796316582167,47.91942259424484,0.3596442339560671
4.335487269423097,89.56289379330133,2,0.9317115067339866,58.22897209513382,0.08781451009914051
3.896089006452784,104.45491819841664,0,0.7977131937701119,68.18725761843022,0.21601191034892642
3.917357611800459,78.83937011346374,0,0.9615375689469442,55.1651929618299,0.42171585208254964
3.412789631153471,44.9831089814796,3,0.5352569530922927,21.851522506082368,0.7781519082692345
2.221229621620964,37.01159655872839,2,0.5236207139271805,45.33037488977933,0.8063799259775934
4.706273000526918,55.95827029482068,0,0.8125846969619358,67.70861774488372,0.3179581781939598
2.7103780595641354,39.891871301476634,3,0.7008860551804097,58.798583218742586,0.580104938042614
3.7127353476646796,101.60621003930459,1,0.7879618836046403,51.97007721069116,0.2909466717695839
4.365990165284508,87.857495196686,0,0.7564777767199372,71.25880280753665,0.31959750338646026
2.690187650664044,43.886627535509604,2,0.5209866851017514,40.40744776081609,0.8757275515192684
2.365920410576889,31.506832038818025,0,0.3172199921968324,32.44479067789342,0.35904344915862296
2.967540420588165,45.501105961089145,0,0.4704073167868791,47.40369110368291,0.8565920058872887
4.1477753907312644,82.46767415214984,1,0.8070052163113182,77.42817453912286,0.20726468658094258
2.643021389640871,44.7519762978243,3,0.6751641254909768,28.151091802470916,0.3254050654715315
2.8067215597149886,48.73658545162958,4,0.44783716842480004,45.394442922976154,0.4551753021256416
4.2150807862675626,81.1511810472674,3,0.5597246065100313,94.36325886118144,0.31070423820787135
2.4366819687986156,33.156433492829045,2,0.535604666322411,27.69094824151373,0.3890523804492249
